Y,X1,X2
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.2863
0,-4.1325,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-4.1325,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.1325,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.2863
0,-5.2311,-372.9795
0,-4.1325,-372.9795
0,-5.2311,-372.2863
0,-4.5380,-372.9795
0,-4.5380,-372.9795
0,-3.8448,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-3.2852,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.2863
0,-5.2311,-372.9795
0,-5.2311,-369.8014
0,-5.2311,-372.9795
0,-5.2311,-369.8014
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.2863
0,-5.2311,-372.2863
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-3.2852,-372.9795
0,-5.2311,-372.2863
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-3.2852,-372.9795
0,-5.2311,-372.2863
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-3.4393,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
0,-4.1325,-372.9795
0,-4.5380,-372.9795
0,-3.8448,-372.9795
0,-3.0339,-372.9795
0,-4.5380,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.1325,-372.9795
0,-4.5380,-372.2863
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-5.2311,-372.9795
0,-4.5380,-372.9795
1,-5.2311,-372.9795
1,-5.2311,-372.9795
1,-5.2311,-372.9795
1,-5.2311,-372.9795
1,-5.2311,-372.9795
0,-2.4849,-372.9795
0,-2.4849,-372.9795
0,-1.7918,-372.9795
0,-2.4849,-372.9795
0,-2.4849,-372.9795
0,-2.4849,-372.9795
0,-1.7918,-372.9795
0,-2.4849,-372.2863
0,-2.4849,-372.9795
0,-2.4849,-372.9795
0,-4.7622,-372.9795
0,-3.6636,-372.9795
0,-3.6636,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-3.6636,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.0690,-372.9795
0,-4.0690,-372.9795
0,-4.7622,-372.9795
0,-3.6636,-372.2863
0,-4.7622,-366.4002
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.0690,-372.9795
0,-4.7622,-372.9795
0,-3.6636,-372.9795
0,-3.3759,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-3.6636,-372.9795
0,-4.0690,-372.2863
0,-3.1527,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.0690,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.0690,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.2863
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.2863
0,-4.7622,-372.2863
0,-4.0690,-372.9795
0,-4.7622,-372.9795
0,-4.0690,-372.9795
0,-4.0690,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
0,-4.7622,-372.9795
1,-4.7622,-372.9795
1,-4.0690,-372.9795
1,-4.7622,-372.2863
1,-4.7622,-372.2863
0,-5.1475,-372.9795
0,-4.0489,-372.2863
0,-5.1475,-372.9795
0,-4.4543,-372.2863
0,-5.1475,-372.2863
0,-5.1475,-372.9795
0,-4.4543,-372.9795
0,-4.4543,-372.2863
0,-5.1475,-372.9795
0,-4.4543,-372.2863
0,-4.4543,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-372.9795
0,-4.4543,-372.2863
0,-3.3557,-372.2863
0,-3.7612,-372.2863
0,-4.4543,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-372.2863
0,-5.1475,-372.9795
0,-4.4543,-372.9795
0,-5.1475,-371.1877
0,-4.4543,-372.2863
0,-5.1475,-372.9795
0,-3.3557,-372.2863
0,-3.0681,-372.9795
0,-5.1475,-372.9795
0,-4.4543,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-4.4543,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-369.8014
0,-5.1475,-372.2863
0,-4.0489,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-4.4543,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-371.1877
0,-5.1475,-372.2863
0,-4.4543,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-369.8014
0,-4.4543,-372.9795
0,-4.4543,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-4.4543,-372.2863
0,-4.4543,-372.9795
0,-4.4543,-372.9795
0,-4.4543,-372.2863
0,-5.1475,-372.9795
0,-4.4543,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-4.4543,-372.2863
0,-5.1475,-372.2863
0,-4.4543,-372.9795
0,-5.1475,-372.9795
0,-4.4543,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-372.2863
0,-4.4543,-372.9795
0,-4.4543,-372.9795
0,-3.5381,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-371.1877
0,-4.4543,-371.1877
0,-5.1475,-372.2863
0,-4.4543,-372.9795
0,-4.4543,-372.9795
0,-4.4543,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-5.1475,-372.9795
0,-4.0489,-372.2863
0,-5.1475,-372.9795
0,-5.1475,-372.2863
0,-5.1475,-372.9795
1,-5.1475,-372.2863
1,-4.4543,-371.1877
1,-5.1475,-372.2863
1,-5.1475,-372.9795
1,-5.1475,-372.9795
1,-5.1475,-372.2863
1,-5.1475,-372.9795
1,-5.1475,-372.2863
0,-3.1355,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.2863
0,-3.1355,-372.9795
0,-3.1355,-372.2863
0,-2.4423,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.2863
0,-2.4423,-372.9795
0,-2.4423,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.2863
0,-3.1355,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.2863
0,-4.4773,-372.9795
0,-3.7842,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-3.0910,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-3.7842,-372.9795
0,-3.7842,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-3.7842,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-3.7842,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-2.6856,-372.9795
0,-4.4773,-372.9795
0,-3.7842,-372.9795
0,-3.7842,-372.9795
0,-4.4773,-372.2863
0,-3.7842,-372.9795
0,-2.6856,-372.9795
0,-4.4773,-372.9795
0,-3.7842,-372.9795
0,-4.4773,-372.2863
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-2.8679,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.2863
0,-2.3979,-372.9795
0,-4.4773,-372.9795
0,-3.7842,-372.9795
0,-4.4773,-372.9795
0,-3.0910,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
0,-4.4773,-372.9795
1,-3.7842,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-372.9795
0,-2.0369,-372.9795
0,-2.4423,-366.4002
0,-2.4423,-366.4002
0,-3.1355,-372.9795
0,-2.4423,-366.4002
0,-2.4423,-366.4002
0,-3.1355,-372.9795
0,-3.1355,-372.9795
0,-3.1355,-366.4002
0,-2.0369,-372.9795
0,-2.4423,-372.9795
0,-3.1355,-372.9795
0,-3.6636,-372.9795
0,-3.6636,-372.9795
0,-2.9704,-372.9795
0,-2.5649,-371.1877
0,-3.6636,-372.9795
0,-3.6636,-372.9795
0,-3.6636,-372.9795
0,-2.9704,-371.1877
0,-3.6636,-371.1877
0,-3.6636,-372.9795
0,-3.6636,-371.1877
0,-3.6636,-372.2863
0,-3.6636,-372.9795
0,-3.6636,-372.2863
0,-2.9704,-372.9795
0,-3.6636,-372.9795
0,-3.6636,-372.9795
0,-3.6636,-371.1877
0,-3.6636,-372.9795
0,-3.6636,-371.1877
0,-2.9704,-372.9795
0,-3.6636,-372.9795
0,-3.6636,-372.9795
0,-2.9704,-372.9795
0,-3.6636,-372.9795
0,-3.6636,-372.9795
0,-3.6636,-371.1877
0,-3.6636,-372.9795
0,-3.6636,-372.9795
0,-3.6636,-372.9795
1,-2.9704,-371.1877
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-2.7408,-372.9795
0,-2.7408,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.2863
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-2.7408,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.2863
0,-2.0477,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-371.1877
0,-3.4340,-372.2863
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.2863
0,-3.4340,-372.2863
0,-3.4340,-372.9795
0,-2.7408,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-2.7408,-372.9795
0,-2.3354,-372.9795
0,-2.7408,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.2863
0,-3.4340,-372.2863
0,-3.4340,-372.9795
0,-2.7408,-372.9795
0,-2.0477,-372.2863
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.9795
0,-3.4340,-372.2863
0,-3.4340,-372.9795
0,-2.7408,-372.9795
0,-3.4340,-372.9795
0,-2.5649,-372.2863
0,-2.5649,-372.2863
0,-2.5649,-372.2863
0,-1.8718,-372.2863
0,-2.5649,-372.2863
0,-2.5649,-372.2863
0,-2.5649,-369.8014
0,-2.5649,-369.8014
0,-1.8718,-372.2863
0,-2.5649,-372.2863
1,-2.5649,-372.2863
0,-2.5649,-372.9795
0,-2.5649,-372.2863
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-1.8718,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
1,-2.5649,-372.9795
0,-4.5109,-369.8014
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-369.8014
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-369.8014
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-369.8014
0,-3.8177,-369.8014
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-369.8014
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-3.1246,-369.8014
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-369.8014
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-4.5109,-369.8014
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-372.9795
0,-3.8177,-372.9795
0,-4.5109,-372.9795
0,-3.1246,-372.9795
0,-4.5109,-372.9795
0,-4.5109,-366.4002
0,-4.5109,-372.9795
1,-4.5109,-372.9795
1,-4.5109,-372.9795
1,-4.5109,-372.9795
1,-4.5109,-372.9795
0,-2.0794,-372.9795
0,-2.0794,-372.9795
0,-1.3863,-372.9795
0,-2.0794,-372.9795
0,-2.0794,-372.9795
0,-2.0794,-372.9795
0,-2.0794,-372.9795
0,-3.8067,-372.2863
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.2863
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-2.7081,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.1135,-372.9795
0,-3.1135,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-3.8067,-372.2863
0,-3.1135,-372.9795
0,-3.8067,-372.9795
0,-3.1135,-372.2863
0,-3.8067,-372.9795
0,-3.8067,-372.2863
0,-3.8067,-372.9795
0,-3.8067,-372.9795
0,-2.7081,-372.9795
1,-3.8067,-372.9795
0,-3.7842,-366.4002
0,-3.7842,-372.9795
0,-3.0910,-372.9795
0,-3.7842,-372.9795
0,-2.1748,-372.9795
0,-3.7842,-372.9795
0,-3.7842,-366.4002
0,-3.7842,-372.9795
0,-3.7842,-372.9795
0,-3.7842,-372.2863
0,-3.0910,-372.2863
0,-3.0910,-372.9795
0,-3.7842,-366.4002
0,-3.7842,-372.9795
0,-3.7842,-372.9795
0,-3.0910,-372.9795
0,-3.7842,-372.2863
0,-3.7842,-372.9795
0,-3.7842,-372.2863
0,-3.7842,-372.9795
0,-3.7842,-372.9795
0,-3.7842,-372.9795
0,-3.7842,-372.9795
0,-2.6856,-372.9795
0,-3.7842,-372.9795
0,-3.0910,-372.9795
0,-3.7842,-372.9795
0,-3.7842,-372.9795
0,-3.7842,-366.4002
0,-3.7842,-372.9795
0,-3.7842,-372.9795
1,-3.0910,-372.9795
0,-1.8718,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-1.8718,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-2.5649,-372.9795
0,-3.4340,-366.4002
0,-3.4340,-372.2863
0,-3.4340,-372.9795
0,-3.4340,-372.2863
0,-2.3354,-372.2863
0,-3.4340,-372.9795
0,-3.4340,-372.2863
0,-3.4340,-372.2863
0,-3.4340,-372.2863
0,-2.7408,-372.2863
0,-3.4340,-372.2863
0,-3.4340,-372.2863
0,-3.4340,-372.2863
0,-3.4340,-371.1877
0,-3.4340,-372.2863
0,-3.4340,-372.9795
0,-2.7408,-372.2863
0,-3.4340,-372.2863
0,-3.4340,-372.2863
0,-2.7408,-372.2863
0,-2.7408,-372.9795
0,-3.4340,-372.2863
0,-3.4340,-372.9795
0,-3.4340,-372.2863
1,-3.4340,-372.2863
0,-3.8918,-369.8014
0,-3.8918,-372.9795
0,-3.1987,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.2863
0,-3.1987,-372.9795
0,-3.8918,-372.2863
0,-3.8918,-372.9795
0,-3.1987,-372.2863
0,-3.8918,-372.2863
0,-3.8918,-372.2863
0,-3.8918,-372.2863
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.2863
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.1987,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.2863
0,-3.8918,-372.2863
0,-3.8918,-372.2863
0,-3.8918,-372.9795
0,-3.8918,-372.2863
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.2863
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.8918,-372.9795
0,-3.1987,-372.9795
0,-3.8918,-372.9795
1,-3.8918,-372.2863
1,-3.8918,-372.9795
0,-4.4543,-372.9795
0,-5.5530,-372.9795
0,-4.4543,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.2863
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.4543,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-2.9139,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.1667,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-4.8598,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-3.9435,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-3.9435,-372.9795
0,-4.4543,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-4.4543,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.4543,-372.9795
0,-4.8598,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-4.4543,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-4.8598,-372.9795
0,-4.8598,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-3.6070,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-4.4543,-372.9795
0,-3.4735,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-371.1877
0,-4.4543,-372.2863
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-4.4543,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-4.8598,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
0,-5.5530,-372.9795
1,-5.5530,-372.9795
1,-5.5530,-372.9795
1,-5.5530,-372.9795
1,-5.5530,-372.9795
1,-4.8598,-372.9795
1,-5.5530,-372.9795
1,-4.8598,-372.9795
1,-5.5530,-372.9795
1,-4.8598,-372.9795
